,arts_entertainment,building,education,event,food,nightlife,parks_outdoors,shops,travel,Favourite
Park Royal,0.2,0.13333333333333333,0.0,0.0,0.4,0.06666666666666668,0.0,0.06666666666666668,0.13333333333333333,0.0
Parsons Green,0.0,0.0576923076923077,0.0,0.0,0.5769230769230769,0.0576923076923077,0.019230769230769232,0.2692307692307692,0.019230769230769232,1.0
Peckham,0.1,0.05,0.0,0.0,0.4,0.175,0.0,0.125,0.15,1.0
Penge,0.0,0.0,0.0,0.0,0.09090909090909093,0.09090909090909093,0.4545454545454545,0.2727272727272727,0.09090909090909093,0.0
Pentonville,0.1016949152542373,0.01694915254237288,0.0,0.0,0.576271186440678,0.1694915254237288,0.03389830508474576,0.06779661016949153,0.03389830508474576,0.0
Perivale,0.0,0.0,0.0,0.0,0.5714285714285714,0.0,0.0,0.2857142857142857,0.14285714285714285,0.0
Petersham,0.0,0.0,0.0,0.0,0.14285714285714285,0.2857142857142857,0.2857142857142857,0.14285714285714285,0.14285714285714285,0.0
Petts Wood,0.0,0.0625,0.0,0.0,0.5625,0.125,0.0,0.1875,0.0625,0.0
Pimlico,0.0,0.02127659574468085,0.0,0.0,0.4893617021276596,0.06382978723404255,0.10638297872340426,0.1276595744680851,0.1914893617021277,0.0
Pinner,0.0,0.09090909090909093,0.0,0.0,0.3636363636363637,0.18181818181818185,0.09090909090909093,0.2727272727272727,0.0,0.0
Plaistow,0.2,0.0,0.0,0.0,0.4,0.0,0.2,0.0,0.2,0.0
Plumstead,0.0,0.0,0.0,0.0,0.2,0.2,0.0,0.0,0.6,0.0
Ponders End,0.0,0.125,0.0,0.0,0.375,0.125,0.0,0.375,0.0,0.0
Poplar,0.03409090909090909,0.022727272727272728,0.0,0.0,0.625,0.045454545454545456,0.10227272727272728,0.14772727272727273,0.022727272727272728,0.0
Pratt's Bottom,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.5,0.0,0.0
Preston,0.08333333333333333,0.0,0.0,0.0,0.4166666666666667,0.16666666666666666,0.0,0.25,0.08333333333333333,0.0
Primrose Hill,0.1153846153846154,0.0,0.0,0.0,0.38461538461538464,0.1153846153846154,0.1153846153846154,0.2692307692307692,0.0,1.0
Purley,0.0,0.0,0.0,0.0,0.6666666666666666,0.06666666666666668,0.0,0.2,0.06666666666666668,0.0
Putney,0.03448275862068965,0.0,0.0,0.0,0.6551724137931034,0.13793103448275862,0.0,0.1724137931034483,0.0,0.0
Queen's Park,0.0,0.13636363636363635,0.0,0.0,0.5,0.13636363636363635,0.045454545454545456,0.18181818181818185,0.0,0.0
Queensbury,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.16666666666666666,0.3333333333333333,0.0
Rainham,0.1,0.0,0.0,0.0,0.2,0.1,0.2,0.3,0.1,0.0
Rayners Lane,0.0,0.0,0.0,0.0,0.7894736842105263,0.05263157894736842,0.0,0.15789473684210525,0.0,0.0
Raynes Park,0.0,0.0,0.0,0.0,0.25,0.0,0.0,0.5,0.25,0.0
Redbridge,0.0,0.0,0.0,0.0,0.16666666666666666,0.16666666666666666,0.0,0.16666666666666666,0.5,0.0
Richmond,0.025,0.0,0.0,0.0,0.675,0.1,0.125,0.05,0.025,1.0
Riddlesdown,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.5,0.0
Roehampton,0.0,0.05555555555555555,0.0,0.0,0.2777777777777778,0.1111111111111111,0.0,0.2777777777777778,0.2777777777777778,0.0
Romford,0.05333333333333334,0.02666666666666667,0.0,0.0,0.36,0.05333333333333334,0.02666666666666667,0.4533333333333333,0.02666666666666667,0.0
Rotherhithe,0.07407407407407407,0.07407407407407407,0.0,0.0,0.2962962962962963,0.037037037037037035,0.1851851851851852,0.2962962962962963,0.037037037037037035,1.0
Ruislip,0.16666666666666666,0.0,0.0,0.0,0.3333333333333333,0.16666666666666666,0.0,0.25,0.08333333333333333,0.0
Rush Green,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.8,0.0,0.0
Ruxley,0.0,0.0,0.0,0.0,0.6,0.0,0.2,0.2,0.0,0.0
Sanderstead,0.3333333333333333,0.0,0.0,0.0,0.3333333333333333,0.0,0.3333333333333333,0.0,0.0,0.0
Sands End,0.024390243902439025,0.07317073170731707,0.024390243902439025,0.0,0.3414634146341464,0.0975609756097561,0.12195121951219512,0.0975609756097561,0.2195121951219512,1.0
Selhurst,0.0,0.0,0.0,0.0,0.4736842105263158,0.10526315789473684,0.05263157894736842,0.10526315789473684,0.2631578947368421,0.0
Selsdon,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.5,0.0,0.0
Seven Kings,0.0,0.0,0.0,0.0,0.25,0.25,0.0,0.25,0.25,0.0
Seven Sisters,0.0,0.0,0.0,0.0,0.5,0.0625,0.0,0.25,0.1875,0.0
Shacklewell,0.0,0.04878048780487805,0.0,0.0,0.4878048780487805,0.2682926829268293,0.0,0.1951219512195122,0.0,0.0
Shadwell,0.07142857142857142,0.0,0.0,0.0,0.07142857142857142,0.14285714285714285,0.42857142857142855,0.0,0.2857142857142857,0.0
Shepherd's Bush,0.07017543859649122,0.017543859649122806,0.0,0.0,0.5789473684210527,0.10526315789473684,0.0,0.15789473684210525,0.07017543859649122,1.0
Shooter's Hill,0.0,0.0,0.0,0.0,0.25,0.5,0.25,0.0,0.0,0.0
Shoreditch,0.05,0.05,0.0,0.0,0.51,0.13,0.02,0.19,0.05,1.0
Sidcup,0.0,0.0,0.0,0.0,0.5714285714285714,0.07142857142857142,0.0,0.2857142857142857,0.07142857142857142,0.0
Silvertown,0.0,0.0,0.0,0.0,0.2,0.0,0.2,0.4,0.2,0.0
Sipson,0.0,0.0,0.0,0.0,0.3333333333333333,0.2222222222222222,0.0,0.1111111111111111,0.3333333333333333,0.0
Slade Green,0.0,0.0,0.0,0.0,0.25,0.0,0.0,0.25,0.5,0.0
Snaresbrook,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.5,0.0,0.0
Soho,0.15,0.01,0.0,0.0,0.52,0.11,0.04,0.14,0.03,1.0
South Croydon,0.0,0.0,0.0,0.0,0.5,0.0,0.16666666666666666,0.0,0.3333333333333333,0.0
South Hackney,0.0,0.0,0.0,0.0,0.5,0.2857142857142857,0.07142857142857142,0.14285714285714285,0.0,0.0
South Harrow,0.0,0.0,0.0,0.0,0.6470588235294118,0.05882352941176471,0.05882352941176471,0.2352941176470588,0.0,0.0
South Hornchurch,0.0,0.0,0.0,0.0,0.25,0.0,0.0,0.75,0.0,0.0
South Kensington,0.01,0.04,0.0,0.0,0.66,0.04,0.03,0.11,0.11,1.0
South Norwood,0.0,0.0,0.0,0.0,0.3333333333333333,0.1111111111111111,0.1111111111111111,0.2222222222222222,0.2222222222222222,0.0
South Ruislip,0.05263157894736842,0.05263157894736842,0.0,0.0,0.10526315789473684,0.05263157894736842,0.10526315789473684,0.5263157894736842,0.10526315789473684,0.0
South Tottenham,0.0,0.0,0.0,0.0,0.5217391304347826,0.08695652173913042,0.0,0.21739130434782608,0.17391304347826084,0.0
South Wimbledon,0.0,0.03448275862068965,0.0,0.0,0.6206896551724138,0.06896551724137931,0.0,0.10344827586206896,0.1724137931034483,0.0
South Woodford,0.03125,0.03125,0.0,0.0,0.5625,0.15625,0.0,0.1875,0.03125,0.0
Southall,0.0,0.0,0.0,0.0,0.9047619047619048,0.0,0.0,0.047619047619047616,0.047619047619047616,0.0
Southbank,0.14,0.05,0.0,0.0,0.43,0.14,0.09,0.09,0.06,1.0
Southborough,0.2,0.0,0.0,0.0,0.2,0.2,0.0,0.4,0.0,0.0
Southend,0.25,0.0,0.0,0.0,0.25,0.0,0.25,0.25,0.0,0.0
Southfields,0.1,0.1,0.0,0.0,0.3,0.3,0.1,0.1,0.0,0.0
Southgate,0.0,0.10344827586206896,0.0,0.0,0.5862068965517241,0.10344827586206896,0.0,0.1724137931034483,0.03448275862068965,0.0
Spitalfields,0.03,0.03,0.0,0.0,0.61,0.13,0.02,0.11,0.07,0.0
St Giles,0.13,0.03,0.0,0.0,0.46,0.09,0.02,0.25,0.02,1.0
St Helier,0.0,0.0,0.0,0.0,0.25,0.0,0.25,0.5,0.0,0.0
St James's,0.17,0.03,0.0,0.0,0.4,0.12,0.08,0.16,0.04,0.0
St John's Wood,0.0,0.08571428571428573,0.0,0.0,0.6,0.028571428571428567,0.028571428571428567,0.22857142857142854,0.028571428571428567,0.0
St Johns,0.0,0.15,0.0,0.0,0.35,0.1,0.05,0.25,0.1,0.0
St Luke's,0.05,0.08,0.0,0.0,0.6,0.09,0.05,0.08,0.05,0.0
St Margarets,0.25,0.0,0.0,0.0,0.25,0.5,0.0,0.0,0.0,0.0
St Mary Cray,0.0,0.0,0.0,0.0,0.29411764705882354,0.0,0.0,0.6470588235294118,0.05882352941176471,0.0
St Pancras,0.05319148936170213,0.010638297872340424,0.0,0.0,0.5106382978723404,0.06382978723404255,0.07446808510638298,0.18085106382978725,0.10638297872340426,1.0
St Paul's Cray,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.5,0.0,0.0
Stamford Hill,0.0,0.0,0.0,0.0,0.3333333333333333,0.2222222222222222,0.0,0.3333333333333333,0.1111111111111111,0.0
Stanmore,0.0,0.0,0.0,0.0,0.6923076923076923,0.07692307692307693,0.0,0.2307692307692308,0.0,0.0
Stepney,0.0,0.0,0.0,0.0,0.4666666666666667,0.0,0.3333333333333333,0.13333333333333333,0.06666666666666668,0.0
Stockwell,0.09230769230769233,0.04615384615384616,0.0,0.0,0.4461538461538462,0.13846153846153847,0.030769230769230767,0.2153846153846154,0.030769230769230767,0.0
Stoke Newington,0.0,0.0,0.0,0.0,0.5238095238095238,0.2619047619047619,0.023809523809523808,0.11904761904761905,0.07142857142857142,0.0
Stonebridge,0.16666666666666666,0.0,0.0,0.0,0.3333333333333333,0.0,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.0
Stratford,0.08695652173913042,0.014492753623188406,0.0,0.0,0.42028985507246375,0.11594202898550725,0.0,0.3043478260869565,0.05797101449275361,0.0
Strawberry Hill,0.14285714285714285,0.14285714285714285,0.0,0.0,0.14285714285714285,0.0,0.14285714285714285,0.14285714285714285,0.2857142857142857,0.0
Streatham,0.0,0.0,0.0,0.0,0.6,0.2,0.0,0.0,0.2,0.0
Stroud Green,0.0,0.0,0.0,0.0,0.42857142857142855,0.0,0.2857142857142857,0.14285714285714285,0.14285714285714285,0.0
Sudbury,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.125,0.375,0.0
Sundridge,0.25,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.25,0.0
Surbiton,0.0,0.020408163265306117,0.0,0.0,0.5306122448979592,0.16326530612244894,0.020408163265306117,0.1836734693877551,0.08163265306122447,0.0
Surrey Quays,0.047619047619047616,0.047619047619047616,0.0,0.0,0.35714285714285715,0.047619047619047616,0.047619047619047616,0.35714285714285715,0.09523809523809523,1.0
Sutton,0.0,0.03448275862068965,0.0,0.0,0.3103448275862069,0.10344827586206896,0.0,0.5172413793103449,0.03448275862068965,0.0
Swiss Cottage,0.03508771929824561,0.017543859649122806,0.0,0.0,0.5087719298245614,0.017543859649122806,0.03508771929824561,0.2631578947368421,0.12280701754385966,1.0
"Sydenham (also Lower Sydenham, Upper Sydenham)",0.043478260869565216,0.08695652173913042,0.0,0.0,0.4565217391304348,0.10869565217391304,0.021739130434782608,0.2826086956521739,0.0,0.0
Sydenham Hill,0.0,0.0,0.0,0.0,0.0,0.25,0.75,0.0,0.0,1.0
Teddington,0.0,0.054054054054054064,0.0,0.0,0.5405405405405406,0.13513513513513514,0.027027027027027032,0.16216216216216214,0.08108108108108109,0.0
Temple,0.08,0.08,0.0,0.0,0.4933333333333334,0.16,0.09333333333333334,0.02666666666666667,0.06666666666666668,1.0
Temple Fortune,0.0,0.0,0.0,0.0,0.6153846153846154,0.0,0.0,0.38461538461538464,0.0,1.0
Thamesmead,0.2,0.0,0.0,0.2,0.2,0.2,0.0,0.2,0.0,0.0
The Hale,0.0,0.0,0.0,0.0,0.75,0.0,0.0,0.25,0.0,1.0
The Hyde,0.0,0.0,0.0,0.0,0.2222222222222222,0.1111111111111111,0.0,0.5555555555555556,0.1111111111111111,1.0
Thornton Heath,0.0,0.2,0.0,0.0,0.0,0.0,0.2,0.6,0.0,0.0
Tokyngton,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.4,0.4,0.0
Tolworth,0.0,0.0,0.0,0.0,0.6,0.0,0.0,0.4,0.0,0.0
Tooting,0.0,0.0,0.0,0.0,0.5384615384615384,0.19230769230769232,0.0,0.2307692307692308,0.038461538461538464,0.0
Tooting Bec,0.0,0.0,0.0,0.0,0.5283018867924528,0.2075471698113208,0.0,0.22641509433962265,0.03773584905660377,0.0
Tottenham,0.2857142857142857,0.0,0.0,0.0,0.14285714285714285,0.14285714285714285,0.0,0.14285714285714285,0.2857142857142857,0.0
Tottenham Green,0.03448275862068965,0.06896551724137931,0.0,0.0,0.4827586206896552,0.10344827586206896,0.03448275862068965,0.1724137931034483,0.10344827586206896,0.0
Tottenham Hale,0.0,0.08108108108108109,0.0,0.0,0.32432432432432434,0.10810810810810813,0.16216216216216214,0.2432432432432433,0.08108108108108109,0.0
Totteridge,0.0,0.3333333333333333,0.0,0.0,0.0,0.3333333333333333,0.0,0.0,0.3333333333333333,1.0
Tower Hill,0.11688311688311688,0.03896103896103896,0.0,0.0,0.3896103896103896,0.1038961038961039,0.14285714285714285,0.025974025974025976,0.18181818181818185,0.0
Tufnell Park,0.057142857142857134,0.028571428571428567,0.0,0.0,0.5714285714285714,0.08571428571428573,0.057142857142857134,0.11428571428571427,0.08571428571428573,1.0
Tulse Hill,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.25,0.25,0.0
Turnpike Lane,0.0,0.023809523809523808,0.023809523809523808,0.0,0.5,0.07142857142857142,0.023809523809523808,0.3333333333333333,0.023809523809523808,0.0
Twickenham,0.0,0.25,0.0,0.0,0.25,0.375,0.0,0.0,0.125,0.0
Upminster,0.0,0.0,0.0,0.0,0.4137931034482759,0.06896551724137931,0.03448275862068965,0.20689655172413796,0.27586206896551724,0.0
Upminster Bridge,0.14285714285714285,0.0,0.0,0.0,0.2857142857142857,0.14285714285714285,0.2857142857142857,0.0,0.14285714285714285,0.0
Upper Clapton,0.07692307692307693,0.0,0.0,0.0,0.5384615384615384,0.07692307692307693,0.07692307692307693,0.2307692307692308,0.0,0.0
Upper Holloway,0.0,0.028571428571428567,0.0,0.0,0.5142857142857142,0.11428571428571427,0.028571428571428567,0.17142857142857146,0.14285714285714285,0.0
Upper Norwood,0.0,0.0,0.0,0.0,0.7857142857142857,0.03571428571428571,0.07142857142857142,0.10714285714285714,0.0,0.0
Upper Ruxley,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
Upper Walthamstow,0.0,0.0,0.0,0.0,0.25,0.25,0.125,0.25,0.125,0.0
Upton,0.25,0.0,0.0,0.0,0.25,0.0,0.25,0.25,0.0,0.0
Upton Park,0.0,0.07142857142857142,0.0,0.0,0.35714285714285715,0.07142857142857142,0.0,0.42857142857142855,0.07142857142857142,0.0
Uxbridge,0.0,0.3333333333333333,0.0,0.0,0.6666666666666666,0.0,0.0,0.0,0.0,0.0
Vauxhall,0.054054054054054064,0.08108108108108109,0.0,0.0,0.35135135135135137,0.21621621621621626,0.10810810810810813,0.16216216216216214,0.027027027027027032,0.0
Waddon,0.0,0.0,0.0,0.0,0.3333333333333333,0.0,0.3333333333333333,0.3333333333333333,0.0,0.0
Walthamstow,0.0625,0.0,0.0,0.0,0.5,0.25,0.125,0.0625,0.0,0.0
Walthamstow Village,0.09090909090909093,0.0,0.0,0.0,0.5909090909090909,0.2272727272727273,0.0,0.045454545454545456,0.045454545454545456,0.0
Walworth,0.03448275862068965,0.0,0.0,0.0,0.5862068965517241,0.0,0.0,0.3103448275862069,0.06896551724137931,1.0
Wandsworth,0.030303030303030307,0.030303030303030307,0.0,0.0,0.3636363636363637,0.12121212121212123,0.030303030303030307,0.3939393939393939,0.030303030303030307,0.0
Wanstead,0.0,0.0,0.0,0.0,0.6551724137931034,0.10344827586206896,0.06896551724137931,0.1724137931034483,0.0,0.0
Wapping,0.030303030303030307,0.09090909090909093,0.0,0.0,0.3636363636363637,0.09090909090909093,0.24242424242424246,0.18181818181818185,0.0,0.0
Waterloo,0.08695652173913042,0.043478260869565216,0.0,0.0,0.4782608695652174,0.14492753623188406,0.014492753623188406,0.08695652173913042,0.14492753623188406,1.0
Wealdstone,0.0,0.0,0.0,0.0,0.625,0.0,0.0,0.25,0.125,0.0
Well Hall,0.1111111111111111,0.1111111111111111,0.0,0.0,0.3333333333333333,0.0,0.1111111111111111,0.2222222222222222,0.1111111111111111,0.0
Welling,0.0,0.0,0.0,0.0,0.6666666666666666,0.08333333333333333,0.08333333333333333,0.16666666666666666,0.0,0.0
Wembley,0.0,0.06451612903225806,0.0,0.0,0.41935483870967744,0.06451612903225806,0.03225806451612903,0.3870967741935484,0.03225806451612903,0.0
Wembley Park,0.0,0.0,0.0,0.0,0.5238095238095238,0.09523809523809523,0.047619047619047616,0.2380952380952381,0.09523809523809523,0.0
Wennington,0.0,0.0,0.0,0.0,0.2,0.2,0.2,0.2,0.2,0.0
West Brompton,0.2222222222222222,0.05555555555555555,0.0,0.0,0.3333333333333333,0.16666666666666666,0.05555555555555555,0.1111111111111111,0.05555555555555555,1.0
West Drayton,0.0,0.0,0.0,0.0,0.25,0.0,0.0,0.5,0.25,0.0
West Ealing,0.0,0.0,0.0,0.0,0.25,0.0,0.75,0.0,0.0,0.0
West Green,0.0,0.0,0.0,0.0,0.5,0.14285714285714285,0.14285714285714285,0.21428571428571427,0.0,0.0
West Hackney,0.01694915254237288,0.0,0.0,0.0,0.559322033898305,0.22033898305084745,0.03389830508474576,0.15254237288135594,0.01694915254237288,0.0
West Ham,0.0,0.14285714285714285,0.0,0.0,0.5714285714285714,0.0,0.14285714285714285,0.0,0.14285714285714285,0.0
West Hampstead,0.07407407407407407,0.037037037037037035,0.0,0.0,0.6666666666666666,0.07407407407407407,0.037037037037037035,0.1111111111111111,0.0,1.0
West Harrow,0.0,0.0,0.0,0.0,0.2,0.0,0.2,0.4,0.2,0.0
West Hendon,0.0,0.0,0.0,0.0,0.25,0.0,0.08333333333333333,0.3333333333333333,0.3333333333333333,1.0
West Kensington,0.06666666666666668,0.0,0.0,0.0,0.5666666666666667,0.1,0.03333333333333333,0.13333333333333333,0.1,1.0
West Norwood,0.0,0.0,0.0,0.0,0.5,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.0,0.0
West Wickham,0.0,0.0,0.0,0.0,0.42857142857142855,0.07142857142857142,0.07142857142857142,0.42857142857142855,0.0,0.0
Westcombe Park,0.0,0.0,0.0,0.0,0.4545454545454545,0.09090909090909093,0.09090909090909093,0.09090909090909093,0.2727272727272727,0.0
Westminster,0.010752688172043013,0.021505376344086027,0.0,0.0,0.7096774193548387,0.06451612903225806,0.010752688172043013,0.12903225806451613,0.053763440860215055,1.0
Whetstone,0.0,0.0,0.0,0.0,0.4,0.2,0.4,0.0,0.0,1.0
White City,0.04166666666666666,0.125,0.0,0.0,0.5,0.0,0.125,0.16666666666666666,0.04166666666666666,1.0
Whitechapel,0.03,0.03,0.0,0.0,0.61,0.13,0.02,0.11,0.07,1.0
Whitton,0.0,0.0,0.0,0.0,0.2,0.2,0.4,0.2,0.0,0.0
Widmore (also Widmore Green),0.1111111111111111,0.1111111111111111,0.0,0.0,0.3333333333333333,0.2222222222222222,0.1111111111111111,0.1111111111111111,0.0,0.0
Willesden,0.0,0.05,0.0,0.0,0.75,0.0,0.05,0.15,0.0,0.0
Wimbledon,0.027777777777777776,0.05555555555555555,0.0,0.0,0.4861111111111111,0.1527777777777778,0.013888888888888888,0.2361111111111111,0.027777777777777776,0.0
Winchmore Hill,0.0,0.0,0.0,0.0,0.5555555555555556,0.2222222222222222,0.0,0.0,0.2222222222222222,0.0
Wood Green,0.07142857142857142,0.07142857142857142,0.0,0.0,0.4642857142857143,0.17857142857142858,0.0,0.14285714285714285,0.07142857142857142,0.0
Woodford,0.0,0.0,0.0,0.0,0.5555555555555556,0.0,0.0,0.2222222222222222,0.2222222222222222,0.0
Woodford Green,0.2,0.2,0.0,0.0,0.6,0.0,0.0,0.0,0.0,0.0
Woodlands,0.0,0.0,0.0,0.0,0.4,0.4,0.2,0.0,0.0,0.0
Woodside,0.0,0.0,0.0,0.0,0.25,0.0,0.5,0.0,0.25,0.0
Woodside Park,0.25,0.0,0.0,0.0,0.5,0.0,0.0,0.25,0.0,1.0
Woolwich,0.0,0.0,0.0,0.0,0.5,0.07142857142857142,0.03571428571428571,0.35714285714285715,0.03571428571428571,0.0
Worcester Park,0.0,0.0,0.0,0.0,0.3333333333333333,0.0,0.0,0.6666666666666666,0.0,0.0
Wormwood Scrubs,0.2,0.2,0.0,0.0,0.0,0.0,0.4,0.0,0.2,1.0
Yeading,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.5,0.25,0.0
Yiewsley,0.0,0.0,0.0,0.0,0.1,0.15,0.1,0.25,0.4,0.0
